Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Furina,Flower,Golden Troupe,+20,HP,4780.0,HP%,10.5,Crit DMG,19.4,ATK%,4.7,Crit Rate,11.7,42.8
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit DMG,28.8,Crit Rate,11.3,HP%,4.1,HP,269.0,51.4
Furina,Sands,Golden Troupe,+20,HP%,46.6,Crit DMG,28.8,DEF,21.0,HP,209.0,Crit Rate,11.3,51.4
Furina,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,Crit Rate,6.6,Crit DMG,28.0,DEF,16.0,HP%,9.3,41.2
Furina,Circlet,Night of the Sky's Unveiling,+20,Crit Rate,31.1,ATK,18.0,HP%,5.8,Crit DMG,42.0,ER%,6.5,42.0
Skirk,Flower,Marechaussee Hunter,+20,HP,4780.0,Crit DMG,26.4,ATK,14.0,Crit Rate,3.5,ATK%,13.4,33.4
Skirk,Plume,Marechaussee Hunter,+20,ATK,311.0,EM,16.0,Crit Rate,8.9,Crit DMG,25.6,DEF,21.0,43.4
Skirk,Sands,Gladiator's Finale,+20,ATK%,46.6,DEF,23.0,ER%,11.7,Crit Rate,3.1,Crit DMG,31.1,37.3
Skirk,Goblet,Marechaussee Hunter,+20,ATK%,46.6,EM,21.0,Crit DMG,20.2,Crit Rate,8.9,ATK,33.0,38.0
Skirk,Circlet,Marechaussee Hunter,+20,Crit DMG,62.2,ATK%,14.0,DEF,19.0,Crit Rate,11.7,HP%,10.5,23.4
Escoffier,Flower,Golden Troupe,+20,HP,4780.0,ATK%,9.3,DEF,16.0,Crit Rate,10.9,Crit DMG,19.4,41.2
Escoffier,Plume,Crimson Witch of Flames,+20,ATK,311.0,DEF%,5.1,Crit DMG,24.9,Crit Rate,3.9,ATK%,14.0,32.7
Escoffier,Sands,Golden Troupe,+20,ATK%,46.6,Crit DMG,13.2,DEF%,5.1,ER%,12.3,Crit Rate,13.2,39.6
