Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Keqing,Flower,Brave Heart,+20,HP,4780.0,ATK%,11.1,HP%,4.7,Crit DMG,19.4,Crit Rate,11.3,42.0
Keqing,Plume,Brave Heart,+20,ATK,311.0,DEF%,5.8,ATK%,5.3,Crit Rate,14.4,Crit DMG,19.4,48.2
Keqing,Sands,Brave Heart,+20,ATK%,46.6,Crit Rate,16.7,Crit DMG,7.8,ER%,4.5,ATK,37.0,41.2
Keqing,Goblet,Tenacity of the Millelith,+20,Electro DMG%,46.6,ATK,18.0,Crit DMG,7.8,Crit Rate,10.5,ATK%,16.9,28.8
Keqing,Circlet,Brave Heart,+20,Crit DMG,62.2,HP,299.0,Crit Rate,14.4,ATK%,10.5,ATK,18.0,28.8
Clorinde,Flower,Fragment of Harmonic Whimsy,+20,HP,4780.0,Crit Rate,11.3,ER%,9.7,Crit DMG,15.5,ATK,31.0,38.1
Clorinde,Plume,Fragment of Harmonic Whimsy,+20,ATK,311.0,Crit Rate,9.7,ATK%,5.8,HP,209.0,Crit DMG,17.9,37.3
Clorinde,Sands,Fragment of Harmonic Whimsy,+20,ATK%,46.6,Crit DMG,28.0,ER%,5.2,Crit Rate,7.4,EM,40.0,42.8
Clorinde,Goblet,Crimson Witch of Flames,+20,Electro DMG%,46.6,EM,16.0,Crit DMG,25.7,ATK%,8.7,Crit Rate,6.6,38.9
Clorinde,Circlet,Fragment of Harmonic Whimsy,+20,Crit DMG,62.2,HP%,5.3,ER%,11.0,ATK%,15.2,Crit Rate,10.1,20.2
Nahida,Flower,Deepwood Memories,+20,HP,4780.0,ER%,6.5,Crit Rate,10.5,Crit DMG,17.9,ATK,14.0,38.9
Nahida,Plume,Deepwood Memories,+20,ATK,311.0,Crit DMG,12.4,Crit Rate,12.8,ER%,6.5,EM,16.0,38.0
Nahida,Sands,Deepwood Memories,+20,EM,187.0,Crit Rate,5.8,Crit DMG,19.4,ATK,29.0,HP,269.0,31.0
Nahida,Goblet,Scroll of the Hero of Cinder City,+20,Dendro DMG%,46.6,Crit DMG,23.3,Crit Rate,6.2,EM,40.0,ATK,33.0,35.7
Nahida,Circlet,Deepwood Memories,+20,Crit Rate,31.1,ATK%,11.1,HP,299.0,Crit DMG,26.4,ATK,16.0,26.4
Kamisato Ayaka,Flower,Marechaussee Hunter,+20,HP,4780.0,Crit Rate,10.1,Crit DMG,21.0,ATK%,9.9,ATK,16.0,41.2
Kamisato Ayaka,Plume,Marechaussee Hunter,+20,ATK,311.0,Crit Rate,8.9,EM,16.0,Crit DMG,21.8,ATK%,8.7,39.6
Kamisato Ayaka,Sands,Marechaussee Hunter,+20,ATK%,46.6,ER%,11.7,ATK,18.0,Crit DMG,14.8,Crit Rate,9.3,33.4
Kamisato Ayaka,Goblet,Fragment of Harmonic Whimsy,+20,Cryo DMG%,46.6,Crit Rate,9.7,ATK,16.0,ER%,5.8,Crit DMG,20.2,39.6
Kamisato Ayaka,Circlet,Marechaussee Hunter,+20,Crit DMG,62.2,ATK%,11.1,DEF,42.0,ER%,11.0,Crit Rate,7.0,14.0
Yelan,Flower,Thundersoother,+20,HP,4780.0,Crit Rate,13.2,DEF,19.0,HP%,9.9,Crit DMG,14.0,40.4
Yelan,Plume,Tenacity of the Millelith,+20,ATK,311.0,Crit DMG,29.5,Crit Rate,7.4,ER%,12.3,DEF,16.0,44.3
