Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Keqing,Flower,Thundering Fury,+20,HP,4780.0,Crit Rate,3.9,Crit DMG,26.4,EM,63.0,ATK%,5.3,34.2
Keqing,Plume,Thundering Fury,+20,ATK,311.0,Crit DMG,18.7,Crit Rate,3.9,HP%,4.7,EM,72.0,26.5
Keqing,Sands,Marechaussee Hunter,+20,ATK%,46.6,DEF,16.0,Crit DMG,26.4,Crit Rate,11.3,EM,19.0,49.0
Keqing,Goblet,Thundering Fury,+20,Electro DMG%,46.6,Crit DMG,17.9,Crit Rate,10.1,EM,23.0,ER%,6.5,38.1
Keqing,Circlet,Thundering Fury,+20,Crit DMG,62.2,EM,42.0,ATK%,15.7,DEF,23.0,Crit Rate,7.4,14.8
Furina,Flower,Golden Troupe,+20,HP,4780.0,Crit Rate,6.6,Crit DMG,29.5,DEF%,5.1,HP%,11.1,42.7
Furina,Plume,Emblem of Severed Fate,+20,ATK,311.0,Crit Rate,10.9,Crit DMG,13.2,HP,299.0,HP%,16.3,35.0
Furina,Sands,Golden Troupe,+20,HP%,46.6,DEF%,5.1,HP,239.0,Crit DMG,30.3,Crit Rate,10.5,51.3
Furina,Goblet,Golden Troupe,+20,HP%,46.6,HP,299.0,Crit Rate,14.0,ATK,16.0,Crit DMG,22.5,50.5
Furina,Circlet,Golden Troupe,+20,Crit Rate,31.1,Crit DMG,27.2,DEF,16.0,ER%,4.5,HP%,11.1,27.2
Skirk,Flower,Finale of the Deep Galleries,+20,HP,4780.0,Crit Rate,6.2,Crit DMG,29.5,ER%,11.7,HP%,4.7,41.9
Skirk,Plume,Finale of the Deep Galleries,+20,ATK,311.0,Crit DMG,19.4,ATK%,5.3,HP,508.0,Crit Rate,8.9,37.2
Skirk,Sands,Finale of the Deep Galleries,+20,ATK%,46.6,Crit Rate,18.3,Crit DMG,7.8,DEF%,5.1,EM,35.0,44.4
Skirk,Goblet,Scroll of the Hero of Cinder City,+20,Cryo DMG%,46.6,DEF,21.0,EM,23.0,Crit Rate,9.7,Crit DMG,21.8,41.2
