Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Furina,Flower,Golden Troupe,+20,HP,4780.0,ER%,6.5,HP%,5.3,Crit Rate,14.4,Crit DMG,22.5,51.3
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit DMG,14.0,DEF,19.0,Crit Rate,12.8,HP%,9.3,39.6
Furina,Sands,Golden Troupe,+20,HP%,46.6,Crit Rate,12.8,Crit DMG,21.8,DEF%,6.6,DEF,23.0,47.4
Furina,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,Crit DMG,14.8,HP,239.0,HP%,15.2,Crit Rate,11.3,37.4
Furina,Circlet,Viridescent Venerer,+20,Crit DMG,62.2,Crit Rate,20.6,DEF,16.0,HP,269.0,HP%,4.7,41.2
ID_10000007,Plume,Golden Troupe,+20,ATK,311.0,Crit DMG,13.2,ATK%,4.7,Crit Rate,9.3,EM,37.0,31.8
ID_10000007,Sands,Finale of the Deep Galleries,+20,ATK%,46.6,Crit Rate,8.9,DEF,21.0,Crit DMG,14.8,ATK,56.0,32.6
ID_10000007,Goblet,Crimson Witch of Flames,+20,Anemo DMG%,46.6,Crit Rate,5.8,DEF%,20.4,DEF,16.0,Crit DMG,18.7,30.3
ID_10000007,Circlet,Tenacity of the Millelith,+20,Crit Rate,31.1,EM,65.0,Crit DMG,21.0,ER%,11.0,DEF%,7.3,21.0
Hu Tao,Flower,Crimson Witch of Flames,+20,HP,4780.0,EM,77.0,Crit DMG,13.2,Crit Rate,2.7,HP%,4.1,18.6
Hu Tao,Plume,Crimson Witch of Flames,+20,ATK,311.0,Crit DMG,21.8,Crit Rate,6.6,DEF%,11.7,HP,448.0,35.0
Hu Tao,Sands,Crimson Witch of Flames,+20,HP%,46.6,Crit Rate,6.2,Crit DMG,19.4,ATK,19.0,ER%,9.7,31.8
Hu Tao,Goblet,Golden Troupe,+20,Pyro DMG%,46.6,DEF%,10.9,EM,16.0,Crit DMG,17.9,Crit Rate,5.8,29.5
Hu Tao,Circlet,Crimson Witch of Flames,+20,Crit Rate,31.1,HP%,8.2,ER%,5.8,ATK,31.0,Crit DMG,17.9,17.9
Emilie,Flower,Unfinished Reverie,+20,HP,4780.0,Crit Rate,11.3,Crit DMG,14.8,DEF,39.0,ATK,39.0,37.4
Emilie,Plume,Unfinished Reverie,+20,ATK,311.0,ER%,6.5,Crit Rate,12.8,Crit DMG,12.4,DEF%,10.9,38.0
Emilie,Sands,Unfinished Reverie,+20,ATK%,46.6,Crit Rate,10.1,DEF,35.0,ER%,5.8,Crit DMG,13.2,33.4
Emilie,Goblet,Unfinished Reverie,+20,Dendro DMG%,46.6,Crit DMG,28.0,ATK%,4.1,HP,299.0,ER%,11.0,28.0
Emilie,Circlet,Unfinished Reverie,+20,Crit DMG,62.2,DEF%,5.1,ATK,14.0,HP%,8.7,Crit Rate,17.5,35.0
Chiori,Flower,Wanderer's Troupe,+20,HP,4780.0,Crit DMG,6.2,Crit Rate,14.4,ATK,14.0,DEF%,13.1,35.0
Chiori,Plume,Wanderer's Troupe,+20,ATK,311.0,Crit Rate,3.1,Crit DMG,27.2,HP,508.0,DEF%,11.7,33.4
Chiori,Sands,Wanderer's Troupe,+20,DEF%,58.3,Crit Rate,8.6,Crit DMG,21.8,ATK,19.0,HP%,4.7,39.0
Chiori,Goblet,Golden Troupe,+20,Geo DMG%,46.6,Crit DMG,12.4,Crit Rate,14.4,ATK%,5.3,DEF,39.0,41.2
Chiori,Circlet,Wanderer's Troupe,+20,Crit DMG,62.2,DEF,32.0,Crit Rate,10.5,HP%,8.7,DEF%,11.7,21.0
Skirk,Flower,Finale of the Deep Galleries,+20,HP,4780.0,HP%,11.7,Crit Rate,14.4,Crit DMG,14.0,ER%,6.5,42.8
Skirk,Plume,Finale of the Deep Galleries,+20,ATK,311.0,Crit DMG,24.9,ATK%,5.3,Crit Rate,7.8,DEF%,7.3,40.5
Skirk,Sands,Finale of the Deep Galleries,+20,ATK%,46.6,ATK,19.0,Crit DMG,25.6,ER%,10.4,Crit Rate,7.0,39.6
Skirk,Goblet,Unfinished Reverie,+20,Cryo DMG%,46.6,DEF,42.0,ER%,5.8,Crit Rate,11.3,Crit DMG,14.0,36.6
Skirk,Circlet,Finale of the Deep Galleries,+20,Crit DMG,62.2,ATK%,4.7,Crit Rate,12.8,HP%,11.1,HP,269.0,25.6
Varesa,Flower,Long Night's Oath,+20,HP,4780.0,Crit Rate,6.6,HP%,9.9,Crit DMG,13.2,ATK%,8.2,26.4
Varesa,Plume,Long Night's Oath,+20,ATK,311.0,ER%,4.5,HP%,4.7,Crit Rate,16.3,Crit DMG,7.8,40.4
Varesa,Sands,Long Night's Oath,+20,ATK%,46.6,Crit Rate,6.2,Crit DMG,20.2,DEF,21.0,DEF%,11.7,32.6
Varesa,Goblet,Golden Troupe,+20,Electro DMG%,46.6,DEF%,5.1,Crit Rate,13.2,HP,418.0,Crit DMG,11.7,38.1
Varesa,Circlet,Long Night's Oath,+20,Crit DMG,62.2,HP%,4.7,ER%,5.8,Crit Rate,13.2,ATK%,16.3,26.4
