Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Furina,Flower,Golden Troupe,+20,HP,4780.0,Crit Rate,11.7,DEF,23.0,Crit DMG,22.5,HP%,9.3,45.9
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit Rate,9.7,HP%,11.7,Crit DMG,21.0,HP,269.0,40.4
Furina,Sands,Golden Troupe,+20,HP%,46.6,EM,23.0,Crit Rate,14.4,HP,269.0,Crit DMG,15.5,44.3
Furina,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,Crit DMG,20.2,HP%,5.8,HP,448.0,Crit Rate,10.1,40.4
Furina,Circlet,Thundersoother,+20,Crit Rate,31.1,EM,16.0,Crit DMG,28.0,HP,209.0,HP%,14.6,28.0
Neuvillette,Flower,Blizzard Strayer,+20,HP,4780.0,ER%,5.2,HP%,11.1,Crit Rate,12.4,Crit DMG,14.8,39.6
Neuvillette,Plume,Marechaussee Hunter,+20,ATK,311.0,Crit DMG,20.2,Crit Rate,6.6,HP,299.0,HP%,14.6,33.4
Neuvillette,Sands,Marechaussee Hunter,+20,HP%,46.6,ATK,19.0,Crit DMG,21.8,Crit Rate,9.3,HP,209.0,40.4
Neuvillette,Goblet,Marechaussee Hunter,+20,Hydro DMG%,46.6,Crit DMG,28.0,DEF,35.0,HP%,5.8,HP,568.0,28.0
Neuvillette,Circlet,Marechaussee Hunter,+20,Crit Rate,31.1,HP,269.0,DEF%,10.2,HP%,20.4,Crit DMG,12.4,12.4
Kaedehara Kazuha,Flower,Viridescent Venerer,+20,HP,4780.0,EM,79.0,ATK,31.0,DEF%,5.8,Crit DMG,7.8,7.8
Kaedehara Kazuha,Plume,Viridescent Venerer,+20,ATK,311.0,Crit Rate,10.5,EM,42.0,HP,508.0,ER%,6.5,21.0
Kaedehara Kazuha,Sands,Viridescent Venerer,+20,EM,187.0,DEF,76.0,HP%,15.8,ATK%,4.7,HP,239.0,0.0
Kaedehara Kazuha,Goblet,Viridescent Venerer,+20,EM,187.0,Crit DMG,21.8,HP%,9.9,HP,239.0,Crit Rate,6.6,35.0
Kaedehara Kazuha,Circlet,Viridescent Venerer,+20,EM,187.0,ATK,29.0,ER%,5.8,ATK%,12.8,Crit DMG,14.8,14.8
Xilonen,Flower,Scroll of the Hero of Cinder City,+20,HP,4780.0,HP%,8.7,ER%,9.1,DEF,16.0,DEF%,18.2,0.0
Xilonen,Plume,Scroll of the Hero of Cinder City,+20,ATK,311.0,Crit DMG,10.9,DEF%,25.5,ER%,4.5,HP%,10.5,10.9
Xilonen,Sands,Scroll of the Hero of Cinder City,+20,ER%,51.8,DEF%,18.2,ATK,31.0,DEF,21.0,HP,478.0,0.0
Xilonen,Goblet,Scroll of the Hero of Cinder City,+20,DEF%,58.3,HP,299.0,ATK,54.0,Crit Rate,7.4,ER%,14.9,14.8
Xilonen,Circlet,Scroll of the Hero of Cinder City,+20,Healing%,35.9,DEF,37.0,ATK%,5.3,HP,568.0,DEF%,16.8,0.0
Nahida,Flower,Set_15026,+20,HP,4780.0,ATK%,11.7,Crit DMG,7.8,Crit Rate,10.1,EM,63.0,28.0
Nahida,Plume,Thundersoother,+20,ATK,311.0,EM,40.0,Crit DMG,12.4,Crit Rate,7.8,ATK%,10.5,28.0
Nahida,Sands,Thundersoother,+20,EM,187.0,ER%,22.0,ATK%,4.7,Crit DMG,22.5,HP,299.0,22.5
Nahida,Goblet,Marechaussee Hunter,+20,Dendro DMG%,46.6,ATK,31.0,Crit Rate,7.4,DEF%,5.8,Crit DMG,27.2,42.0
Nahida,Circlet,Set_15026,+20,Crit Rate,31.1,DEF,23.0,EM,79.0,ATK,16.0,Crit DMG,14.8,14.8
Fischl,Flower,Golden Troupe,+20,HP,4780.0,Crit DMG,29.5,Crit Rate,7.8,EM,40.0,ER%,5.2,45.1
Fischl,Plume,Golden Troupe,+20,ATK,311.0,EM,42.0,Crit DMG,15.5,HP%,8.7,Crit Rate,10.9,37.3
Fischl,Sands,Marechaussee Hunter,+20,ER%,51.8,Crit DMG,15.5,Crit Rate,7.0,DEF,35.0,EM,33.0,29.5
Fischl,Goblet,Golden Troupe,+20,Electro DMG%,46.6,Crit DMG,13.2,Crit Rate,6.6,EM,40.0,ER%,15.5,26.4
Fischl,Circlet,Golden Troupe,+20,Crit DMG,62.2,Crit Rate,10.9,ATK%,11.1,HP,508.0,ER%,4.5,21.8
Keqing,Flower,Thundering Fury,+20,HP,4780.0,EM,47.0,Crit DMG,14.0,Crit Rate,9.7,ER%,12.3,33.4
Keqing,Plume,Thundering Fury,+20,ATK,311.0,Crit DMG,26.4,ER%,11.0,HP,239.0,Crit Rate,3.9,34.2
Keqing,Sands,Thundering Fury,+20,ATK%,46.6,Crit DMG,6.2,Crit Rate,10.5,ATK,47.0,DEF%,6.6,27.2
Keqing,Goblet,Marechaussee Hunter,+20,Electro DMG%,46.6,Crit Rate,3.1,Crit DMG,27.2,ATK,14.0,ATK%,11.1,33.4
Keqing,Circlet,Thundering Fury,+20,Crit Rate,31.1,HP,299.0,ATK%,14.6,DEF,35.0,Crit DMG,21.0,21.0
Ganyu,Flower,Thundersoother,+20,HP,4780.0,ATK%,5.3,EM,19.0,Crit DMG,35.0,ER%,6.5,35.0
Ganyu,Plume,Thundersoother,+20,ATK,311.0,ATK%,14.0,ER%,5.2,Crit Rate,10.9,Crit DMG,13.2,35.0
Ganyu,Sands,Brave Heart,+20,ATK%,46.6,ATK,27.0,Crit Rate,6.2,ER%,4.5,Crit DMG,28.0,40.4
Ganyu,Goblet,Thundersoother,+20,Cryo DMG%,46.6,DEF,56.0,Crit Rate,6.2,ER%,5.8,Crit DMG,20.2,32.6
Ganyu,Circlet,Thundersoother,+20,Crit DMG,62.2,DEF%,5.1,Crit Rate,14.0,ATK%,9.9,HP%,9.9,28.0
Diluc,Flower,Crimson Witch of Flames,+20,HP,4780.0,Crit DMG,20.2,ATK%,16.9,Crit Rate,3.9,ER%,5.2,28.0
Diluc,Plume,Crimson Witch of Flames,+20,ATK,311.0,Crit DMG,14.8,DEF%,6.6,Crit Rate,12.4,DEF,21.0,39.6
Diluc,Sands,Crimson Witch of Flames,+20,ATK%,46.6,Crit Rate,7.8,Crit DMG,15.5,HP,538.0,ATK,33.0,31.1
Diluc,Goblet,Thundersoother,+20,Pyro DMG%,46.6,Crit Rate,13.6,Crit DMG,13.2,DEF,23.0,EM,19.0,40.4
Diluc,Circlet,Crimson Witch of Flames,+20,Crit DMG,62.2,EM,19.0,DEF%,12.4,ATK,31.0,Crit Rate,13.6,27.2
Bennett,Flower,Noblesse Oblige,+20,HP,4780.0,EM,40.0,Crit DMG,14.0,ATK%,20.4,HP%,4.1,14.0
Bennett,Plume,Noblesse Oblige,+20,ATK,311.0,EM,40.0,HP,269.0,Crit Rate,3.1,HP%,19.2,6.2
Bennett,Sands,Noblesse Oblige,+20,ER%,51.8,ATK,18.0,Crit DMG,34.2,Crit Rate,3.5,DEF%,6.6,41.2
Bennett,Goblet,Noblesse Oblige,+20,HP%,46.6,ER%,4.5,DEF,44.0,ATK,53.0,EM,49.0,0.0
Bennett,Circlet,Scroll of the Hero of Cinder City,+20,Healing%,35.9,ATK,47.0,DEF%,13.9,HP%,11.7,Crit Rate,3.9,7.8
Kamisato Ayaka,Flower,Gladiator's Finale,+20,HP,4780.0,DEF,21.0,ATK%,15.2,Crit Rate,6.6,Crit DMG,14.0,27.2
Kamisato Ayaka,Plume,Heart of Depth,+20,ATK,311.0,Crit Rate,7.0,ATK%,14.0,Crit DMG,14.8,HP,508.0,28.8
Kamisato Ayaka,Sands,Heart of Depth,+20,ATK%,46.6,Crit DMG,20.2,DEF,19.0,Crit Rate,10.1,HP,299.0,40.4
Kamisato Ayaka,Goblet,Gladiator's Finale,+20,Cryo DMG%,46.6,Crit DMG,14.0,Crit Rate,5.8,DEF%,7.3,ATK,70.0,25.6
Kamisato Ayaka,Circlet,Lavawalker's Epiphany,+20,Crit Rate,31.1,HP,209.0,DEF,16.0,Crit DMG,21.0,ATK%,16.9,21.0
Yoimiya,Flower,Heart of Depth,+20,HP,4780.0,ATK%,9.3,ATK,19.0,Crit Rate,3.5,Crit DMG,32.6,39.6
