Character,Level,HP,ATK,DEF,EM,ER%,Crit_Rate%,Crit_DMG%,Element,Elem_Bonus%,Total_CV,FL_Set,FL_Main,FL_MainVal,FL_CV,FL_Subs,PL_Set,PL_Main,PL_MainVal,PL_CV,PL_Subs,SA_Set,SA_Main,SA_MainVal,SA_CV,SA_Subs,GO_Set,GO_Main,GO_MainVal,GO_CV,GO_Subs,CI_Set,CI_Main,CI_MainVal,CI_CV,CI_Subs
Furina,95,35773,1124,743,40,100.0,101.2,245.4,Hydro,46.6,199.0,Golden Troupe,HP,4780,45.9,Crit Rate:11.7 | DEF:23 | Crit DMG:22.5 | HP%:9.3,Golden Troupe,ATK,311,40.4,Crit Rate:9.7 | HP%:11.7 | Crit DMG:21 | HP:269,Golden Troupe,HP%,46.6,44.3,EM:23 | Crit Rate:14.4 | HP:269 | Crit DMG:15.5,Golden Troupe,Hydro DMG%,46.6,40.4,Crit DMG:20.2 | HP%:5.8 | HP:448 | Crit Rate:10.1,Thundersoother,Crit Rate,31.1,28.0,EM:16 | Crit DMG:28 | HP:209 | HP%:14.6
Neuvillette,95,40587,1104,692,0,105.2,64.5,273.7,Hydro,46.6,153.8,Blizzard Strayer,HP,4780,39.6,ER%:5.2 | HP%:11.1 | Crit Rate:12.4 | Crit DMG:14.8,Marechaussee Hunter,ATK,311,33.4,Crit DMG:20.2 | Crit Rate:6.6 | HP:299 | HP%:14.6,Marechaussee Hunter,HP%,46.6,40.4,ATK:19 | Crit DMG:21.8 | Crit Rate:9.3 | HP:209,Marechaussee Hunter,Hydro DMG%,46.6,28.0,Crit DMG:28 | DEF:35 | HP%:5.8 | HP:568,Marechaussee Hunter,Crit Rate,31.1,12.4,HP:269 | DEF%:10.2 | HP%:20.4 | Crit DMG:12.4
Kaedehara Kazuha,90,22539,1434,930,994,112.3,22.1,94.3,Anemo,15.0,78.6,Viridescent Venerer,HP,4780,7.8,EM:79 | ATK:31 | DEF%:5.8 | Crit DMG:7.8,Viridescent Venerer,ATK,311,21.0,Crit Rate:10.5 | EM:42 | HP:508 | ER%:6.5,Viridescent Venerer,EM,187.0,0.0,DEF:76 | HP%:15.8 | ATK%:4.7 | HP:239,Viridescent Venerer,EM,187.0,35.0,Crit DMG:21.8 | HP%:9.9 | HP:239 | Crit Rate:6.6,Viridescent Venerer,EM,187.0,14.8,ATK:29 | ER%:5.8 | ATK%:12.8 | Crit DMG:14.8
Xilonen,90,20916,1256,3382,0,180.3,12.4,60.9,N/A,0.0,25.700000000000003,Scroll of the Hero of Cinder City,HP,4780,0.0,HP%:8.7 | ER%:9.1 | DEF:16 | DEF%:18.2,Scroll of the Hero of Cinder City,ATK,311,10.9,Crit DMG:10.9 | DEF%:25.5 | ER%:4.5 | HP%:10.5,Scroll of the Hero of Cinder City,ER%,51.8,0.0,DEF%:18.2 | ATK:31 | DEF:21 | HP:478,Scroll of the Hero of Cinder City,DEF%,58.3,14.8,HP:299 | ATK:54 | Crit Rate:7.4 | ER%:14.9,Scroll of the Hero of Cinder City,Healing%,35.9,0.0,DEF:37 | ATK%:5.3 | HP:568 | DEF%:16.8
Nahida,90,15439,1424,690,908,122.0,61.4,134.7,Dendro,46.6,135.3,Set_15026,HP,4780,28.0,ATK%:11.7 | Crit DMG:7.8 | Crit Rate:10.1 | EM:63,Thundersoother,ATK,311,28.0,EM:40 | Crit DMG:12.4 | Crit Rate:7.8 | ATK%:10.5,Thundersoother,EM,187.0,22.5,ER%:22 | ATK%:4.7 | Crit DMG:22.5 | HP:299,Marechaussee Hunter,Dendro DMG%,46.6,42.0,ATK:31 | Crit Rate:7.4 | DEF%:5.8 | Crit DMG:27.2,Set_15026,Crit Rate,31.1,14.8,DEF:23 | EM:79 | ATK:16 | Crit DMG:14.8
Fischl,90,15280,1329,629,154,177.1,75.7,186.0,Electro,46.6,160.10000000000002,Golden Troupe,HP,4780,45.1,Crit DMG:29.5 | Crit Rate:7.8 | EM:40 | ER%:5.2,Golden Troupe,ATK,311,37.3,EM:42 | Crit DMG:15.5 | HP%:8.7 | Crit Rate:10.9,Marechaussee Hunter,ER%,51.8,29.5,Crit DMG:15.5 | Crit Rate:7 | DEF:35 | EM:33,Golden Troupe,Electro DMG%,46.6,26.4,Crit DMG:13.2 | Crit Rate:6.6 | EM:40 | ER%:15.5,Golden Troupe,Crit DMG,62.2,21.8,Crit Rate:10.9 | ATK%:11.1 | HP:508 | ER%:4.5
Keqing,90,18421,2089,886,47,123.3,63.3,227.3,Pyro,24.0,149.2,Thundering Fury,HP,4780,33.4,EM:47 | Crit DMG:14 | Crit Rate:9.7 | ER%:12.3,Thundering Fury,ATK,311,34.2,Crit DMG:26.4 | ER%:11 | HP:239 | Crit Rate:3.9,Thundering Fury,ATK%,46.6,27.2,Crit DMG:6.2 | Crit Rate:10.5 | ATK:47 | DEF%:6.6,Marechaussee Hunter,Electro DMG%,46.6,33.4,Crit Rate:3.1 | Crit DMG:27.2 | ATK:14 | ATK%:11.1,Thundering Fury,Crit Rate,31.1,21.0,HP:299 | ATK%:14.6 | DEF:35 | Crit DMG:21
Ganyu,90,15548,2463,718,99,122.0,42.3,247.0,Cryo,46.6,171.0,Thundersoother,HP,4780,35.0,ATK%:5.3 | EM:19 | Crit DMG:35 | ER%:6.5,Thundersoother,ATK,311,35.0,ATK%:14 | ER%:5.2 | Crit Rate:10.9 | Crit DMG:13.2,Brave Heart,ATK%,46.6,40.4,ATK:27 | Crit Rate:6.2 | ER%:4.5 | Crit DMG:28,Thundersoother,Cryo DMG%,46.6,32.6,DEF:56 | Crit Rate:6.2 | ER%:5.8 | Crit DMG:20.2,Thundersoother,Crit DMG,62.2,28.0,DEF%:5.1 | Crit Rate:14 | ATK%:9.9 | HP%:9.9
Diluc,90,18298,2573,976,37,105.2,75.5,175.9,Pyro,61.6,166.29999999999998,Crimson Witch of Flames,HP,4780,28.0,Crit DMG:20.2 | ATK%:16.9 | Crit Rate:3.9 | ER%:5.2,Crimson Witch of Flames,ATK,311,39.6,Crit DMG:14.8 | DEF%:6.6 | Crit Rate:12.4 | DEF:21,Crimson Witch of Flames,ATK%,46.6,31.1,Crit Rate:7.8 | Crit DMG:15.5 | HP:538 | ATK:33,Thundersoother,Pyro DMG%,46.6,40.4,Crit Rate:13.6 | Crit DMG:13.2 | DEF:23 | EM:19,Crimson Witch of Flames,Crit DMG,62.2,27.2,EM:19 | DEF%:12.4 | ATK:31 | Crit Rate:13.6
Bennett,90,27559,1390,973,128,238.1,19.5,98.2,N/A,0.0,69.2,Noblesse Oblige,HP,4780,14.0,EM:40 | Crit DMG:14 | ATK%:20.4 | HP%:4.1,Noblesse Oblige,ATK,311,6.2,EM:40 | HP:269 | Crit Rate:3.1 | HP%:19.2,Noblesse Oblige,ER%,51.8,41.2,ATK:18 | Crit DMG:34.2 | Crit Rate:3.5 | DEF%:6.6,Noblesse Oblige,HP%,46.6,0.0,ER%:4.5 | DEF:44 | ATK:53 | EM:49,Scroll of the Hero of Cinder City,Healing%,35.9,7.8,ATK:47 | DEF%:13.9 | HP%:11.7 | Crit Rate:3.9
