Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Furina,Flower,Pale Flame,+20,HP,4780.0,ATK,14.0,Crit DMG,12.4,Crit Rate,2.7,ER%,28.5,17.8
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit Rate,7.0,HP,299.0,Crit DMG,33.4,HP%,5.3,47.4
Furina,Sands,Golden Troupe,+20,HP%,46.6,HP,299.0,Crit DMG,7.8,ER%,6.5,Crit Rate,20.2,48.2
Furina,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,Crit DMG,27.2,Crit Rate,9.7,ER%,6.5,HP%,5.3,46.6
Furina,Circlet,Golden Troupe,+20,Crit Rate,31.1,Crit DMG,20.2,ATK,18.0,ER%,5.8,HP%,19.2,20.2
Nahida,Flower,Deepwood Memories,+20,HP,4780.0,Crit Rate,10.9,EM,44.0,DEF,37.0,Crit DMG,5.4,27.2
Nahida,Plume,Deepwood Memories,+20,ATK,311.0,Crit DMG,7.8,HP,478.0,EM,79.0,Crit Rate,5.4,18.6
Nahida,Sands,Deepwood Memories,+20,EM,187.0,DEF%,11.7,HP%,9.9,Crit Rate,14.4,ATK%,4.7,28.8
Nahida,Goblet,Deepwood Memories,+20,EM,187.0,Crit DMG,26.4,Crit Rate,3.9,ATK%,8.7,HP,269.0,34.2
Nahida,Circlet,Nighttime Whispers in the Echoing Woods,+20,Crit DMG,62.2,EM,61.0,ER%,6.5,Crit Rate,9.3,ATK,37.0,18.6
Fischl,Flower,Noblesse Oblige,+20,HP,4780.0,DEF,19.0,Crit Rate,17.5,ATK%,5.8,Crit DMG,14.0,49.0
Fischl,Plume,Golden Troupe,+20,ATK,311.0,ATK%,4.1,ER%,12.3,Crit DMG,24.1,Crit Rate,7.0,38.1
Fischl,Sands,Emblem of Severed Fate,+20,ATK%,46.6,Crit Rate,12.8,DEF,58.0,ER%,5.8,Crit DMG,6.2,31.8
Fischl,Goblet,Golden Troupe,+20,EM,187.0,DEF,21.0,Crit Rate,8.2,Crit DMG,21.0,HP,299.0,37.4
Fischl,Circlet,Golden Troupe,+20,Crit Rate,31.1,ER%,16.2,Crit DMG,18.7,DEF,23.0,HP%,9.3,18.7
Yoimiya,Flower,Crimson Witch of Flames,+20,HP,4780.0,ATK,18.0,Crit DMG,35.7,Crit Rate,5.8,HP%,4.1,47.3
Yoimiya,Plume,Crimson Witch of Flames,+20,ATK,311.0,EM,21.0,HP%,8.7,Crit DMG,12.4,Crit Rate,13.2,38.8
Yoimiya,Sands,Crimson Witch of Flames,+20,ATK%,46.6,DEF%,6.6,Crit Rate,3.1,DEF,37.0,Crit DMG,28.0,34.2
Yoimiya,Goblet,Crimson Witch of Flames,+20,Pyro DMG%,46.6,Crit Rate,9.7,Crit DMG,21.8,ATK%,9.3,HP,299.0,41.2
Yoimiya,Circlet,Marechaussee Hunter,+20,Crit Rate,31.1,ATK,16.0,HP,508.0,Crit DMG,24.1,ATK%,5.3,24.1
Chiori,Flower,Golden Troupe,+20,HP,4780.0,DEF%,5.8,Crit DMG,13.2,Crit Rate,12.8,DEF,21.0,38.8
Chiori,Plume,Golden Troupe,+20,ATK,311.0,DEF%,10.9,Crit Rate,6.2,Crit DMG,21.0,ATK%,9.9,33.4
Chiori,Sands,Golden Troupe,+20,DEF%,58.3,Crit Rate,10.1,HP,299.0,ATK%,5.3,Crit DMG,27.2,47.4
Chiori,Goblet,Obsidian Codex,+20,Geo DMG%,46.6,Crit Rate,15.2,Crit DMG,14.8,ATK,31.0,HP,269.0,45.2
Chiori,Circlet,Golden Troupe,+20,Crit Rate,31.1,ER%,9.7,EM,23.0,Crit DMG,19.4,DEF%,13.9,19.4
Varesa,Flower,Long Night's Oath,+20,HP,4780.0,HP%,8.2,Crit DMG,13.2,ATK,31.0,Crit Rate,10.1,33.4
Varesa,Plume,Long Night's Oath,+20,ATK,311.0,ER%,4.5,Crit Rate,10.5,ATK%,13.4,HP%,5.3,21.0
Varesa,Sands,Long Night's Oath,+20,ATK%,46.6,Crit Rate,3.9,ER%,17.5,Crit DMG,12.4,ATK,39.0,20.2
Varesa,Goblet,Obsidian Codex,+20,Electro DMG%,46.6,Crit Rate,9.7,DEF,19.0,HP,478.0,Crit DMG,20.2,39.6
Varesa,Circlet,Long Night's Oath,+20,Crit Rate,31.1,DEF,39.0,Crit DMG,20.2,EM,70.0,ATK,16.0,20.2
