Character,Level,HP,ATK,DEF,EM,ER%,Crit_Rate%,Crit_DMG%,Element,Elem_Bonus%,Total_CV,FL_Set,FL_Main,FL_MainVal,FL_CV,FL_Subs,PL_Set,PL_Main,PL_MainVal,PL_CV,PL_Subs,SA_Set,SA_Main,SA_MainVal,SA_CV,SA_Subs,GO_Set,GO_Main,GO_MainVal,GO_CV,GO_Subs,CI_Set,CI_Main,CI_MainVal,CI_CV,CI_Subs
Nefer,100,20511,1477,939,553,128.5,53.0,314.2,N/A,0.0,155.4,Night of the Sky's Unveiling,HP,4780,33.4,Crit DMG:20.2 | ATK:33 | Crit Rate:6.6 | DEF:44,Night of the Sky's Unveiling,ATK,311,27.2,Crit DMG:14 | DEF:19 | Crit Rate:6.6 | ER%:14.2,Night of the Sky's Unveiling,EM,187.0,42.0,Crit Rate:14 | Crit DMG:14 | ATK%:9.9 | ATK:18,Emblem of Severed Fate,EM,187.0,40.4,Crit Rate:6.6 | HP%:11.7 | DEF:21 | Crit DMG:27.2,Night of the Sky's Unveiling,Crit DMG,62.2,12.4,ER%:14.2 | HP:538 | Crit Rate:6.2 | ATK%:5.8
Lauma,100,16669,1231,808,988,136.8,75.4,156.5,N/A,0.0,184.89999999999998,Silken Moon's Serenade,HP,4780,42.0,ATK:37 | Crit Rate:14 | Crit DMG:14 | DEF:19,Maiden Beloved,ATK,311,42.7,Crit Rate:15.9 | Crit DMG:10.9 | DEF%:5.1 | HP:269,Silken Moon's Serenade,EM,187.0,42.0,DEF:16 | Crit DMG:13.2 | Crit Rate:14.4 | ER%:6.5,Silken Moon's Serenade,EM,187.0,38.0,Crit Rate:15.9 | Crit DMG:6.2 | ATK:29 | DEF:21,Silken Moon's Serenade,Crit DMG,62.2,20.2,Crit Rate:10.1 | HP:209 | ER%:10.4 | EM:35
Columbina,100,38814,1099,661,80,117.5,57.2,285.9,N/A,0.0,151.5,Night of the Sky's Unveiling,HP,4780,30.3,Crit DMG:22.5 | DEF:37 | Crit Rate:3.9 | ER%:11,Night of the Sky's Unveiling,ATK,311,36.5,Crit DMG:11.7 | HP%:5.3 | HP:448 | Crit Rate:12.4,Set_15043,HP%,46.6,36.5,Crit DMG:30.3 | HP:478 | Crit Rate:3.1 | DEF%:7.3,Night of the Sky's Unveiling,HP%,46.6,35.0,DEF:32 | ATK:14 | Crit DMG:21 | Crit Rate:7,Night of the Sky's Unveiling,Crit DMG,62.2,13.2,ATK%:17.5 | Crit Rate:6.6 | HP:299 | ER%:6.5
Nahida,90,15947,1328,667,648,116.8,41.9,193.8,Dendro,61.6,155.39999999999998,Deepwood Memories,HP,4780,38.8,Crit DMG:26.4 | ATK%:5.3 | Crit Rate:6.2 | ATK:16,Deepwood Memories,ATK,311,35.0,Crit Rate:10.5 | EM:42 | Crit DMG:14 | DEF%:5.8,Deepwood Memories,EM,187.0,35.8,Crit Rate:10.5 | HP:538 | Crit DMG:14.8 | ER%:5.2,Crimson Witch of Flames,Dendro DMG%,46.6,32.6,HP:269 | ER%:11.7 | Crit DMG:26.4 | Crit Rate:3.1,Deepwood Memories,Crit DMG,62.2,13.2,ATK:33 | Crit Rate:6.6 | EM:40 | ATK%:9.9
Chasca,100,15512,2523,799,56,106.5,74.0,268.5,N/A,0.0,189.8,Obsidian Codex,HP,4780,41.2,Crit DMG:27.2 | Crit Rate:7 | ATK%:5.3 | ER%:6.5,Obsidian Codex,ATK,311,40.4,Crit Rate:9.7 | DEF:23 | ATK%:9.3 | Crit DMG:21,Obsidian Codex,ATK%,46.6,42.9,DEF:21 | Crit DMG:11.7 | ATK:18 | Crit Rate:15.6,Thundersoother,ATK%,46.6,44.3,HP:239 | EM:16 | Crit DMG:30.3 | Crit Rate:7,Obsidian Codex,Crit DMG,62.2,21.0,ATK%:4.7 | Crit Rate:10.5 | EM:40 | DEF%:14.6
Mavuika,100,18523,2377,1127,37,100.0,60.0,225.2,Pyro,46.6,162.2,Obsidian Codex,HP,4780,40.4,Crit DMG:28 | Crit Rate:6.2 | ATK%:4.7 | DEF:23,Obsidian Codex,ATK,311,37.2,Crit DMG:19.4 | HP:299 | Crit Rate:8.9 | ATK%:5.8,Obsidian Codex,ATK%,46.6,32.6,DEF:23 | Crit DMG:7 | Crit Rate:12.8 | EM:37,Long Night's Oath,Pyro DMG%,46.6,39.6,Crit DMG:20.2 | Crit Rate:9.7 | ATK%:5.8 | ATK:19,Obsidian Codex,Crit DMG,62.2,12.4,ATK%:10.5 | Crit Rate:6.2 | DEF:23 | DEF%:24.8
Citlali,100,17240,1286,896,917,116.8,64.1,127.7,N/A,0.0,133.5,Scroll of the Hero of Cinder City,HP,4780,34.1,ER%:5.8 | Crit DMG:23.3 | ATK%:8.7 | Crit Rate:5.4,Scroll of the Hero of Cinder City,ATK,311,25.6,Crit Rate:6.2 | Crit DMG:13.2 | DEF:39 | EM:40,Scroll of the Hero of Cinder City,EM,187.0,20.2,Crit DMG:7.8 | Crit Rate:6.2 | ATK:45 | ER%:11,Golden Troupe,EM,187.0,27.2,ATK:45 | Crit DMG:7 | Crit Rate:10.1 | ATK%:4.7,Scroll of the Hero of Cinder City,Crit Rate,31.1,26.4,DEF:39 | ATK%:11.1 | ATK:18 | Crit DMG:26.4
Xilonen,100,18366,1365,4287,35,104.5,50.5,102.9,N/A,0.0,143.7,Scroll of the Hero of Cinder City,HP,4780,32.6,ATK:16 | Crit DMG:7.8 | Crit Rate:12.4 | DEF%:14.6,Scroll of the Hero of Cinder City,ATK,311,26.4,Crit Rate:3.1 | DEF%:19 | Crit DMG:20.2 | HP:299,Scroll of the Hero of Cinder City,DEF%,58.3,24.1,Crit DMG:11.7 | DEF:32 | Crit Rate:6.2 | ATK:35,Scroll of the Hero of Cinder City,DEF%,58.3,35.8,ATK:31 | Crit Rate:11.3 | EM:35 | Crit DMG:13.2,Scroll of the Hero of Cinder City,DEF%,58.3,24.8,ATK%:4.7 | Crit Rate:12.4 | ATK:53 | ER%:4.5
Skirk,100,18528,2182,979,35,111.7,76.8,210.4,Cryo,61.6,159.4,Finale of the Deep Galleries,HP,4780,36.6,Crit Rate:11.3 | Crit DMG:14 | EM:35 | DEF:16,Finale of the Deep Galleries,ATK,311,38.8,DEF:42 | ATK%:5.3 | Crit Rate:9.7 | Crit DMG:19.4,Silken Moon's Serenade,ATK%,46.6,37.4,DEF:21 | Crit DMG:20.2 | HP:239 | Crit Rate:8.6,Finale of the Deep Galleries,Cryo DMG%,46.6,33.4,HP:209 | ER%:11.7 | Crit Rate:13.6 | Crit DMG:6.2,Finale of the Deep Galleries,Crit DMG,62.2,13.2,ATK%:14.6 | Crit Rate:6.6 | DEF:37 | ATK:18
Furina,100,41247,1254,799,0,106.5,98.1,272.7,N/A,0.0,220.10000000000002,Golden Troupe,HP,4780,47.5,HP%:5.3 | ATK%:4.7 | Crit Rate:14.8 | Crit DMG:17.9,Shimenawa's Reminiscence,ATK,311,48.2,HP%:5.8 | Crit Rate:14 | DEF%:5.1 | Crit DMG:20.2,Golden Troupe,HP%,46.6,50.6,ER%:6.5 | HP:299 | Crit DMG:14 | Crit Rate:18.3,Golden Troupe,HP%,46.6,49.0,ATK:16 | Crit DMG:20.2 | DEF:16 | Crit Rate:14.4,Golden Troupe,Crit DMG,62.2,24.8,Crit Rate:12.4 | HP%:16.3 | ATK:14 | ATK%:4.1
