Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Keqing,Flower,Brave Heart,+20,HP,4780.0,Crit Rate,10.1,ATK%,5.3,EM,23.0,Crit DMG,28.0,48.2
Keqing,Plume,Brave Heart,+20,ATK,311.0,Crit DMG,23.3,EM,23.0,Crit Rate,13.6,ATK%,4.7,50.5
Keqing,Sands,Brave Heart,+20,ATK%,46.6,Crit DMG,15.5,Crit Rate,14.8,EM,16.0,HP,209.0,45.1
Keqing,Goblet,Brave Heart,+20,Electro DMG%,46.6,Crit DMG,25.6,HP,269.0,ATK%,5.8,Crit Rate,10.1,45.8
Keqing,Circlet,Brave Heart,+20,Crit Rate,31.1,Crit DMG,28.0,ATK,16.0,ATK%,17.5,DEF,16.0,28.0
Fischl,Flower,Golden Troupe,+20,HP,4780.0,Crit Rate,9.7,ATK,16.0,Crit DMG,14.8,ATK%,13.4,34.2
Fischl,Plume,Golden Troupe,+20,ATK,311.0,ATK%,4.7,Crit DMG,18.7,Crit Rate,12.4,EM,21.0,43.5
Fischl,Sands,Golden Troupe,+20,ATK%,46.6,Crit Rate,13.2,HP,239.0,Crit DMG,20.2,DEF,21.0,46.6
Fischl,Goblet,Thundersoother,+20,Electro DMG%,46.6,HP,239.0,Crit DMG,12.4,ATK%,8.7,Crit Rate,14.4,41.2
Fischl,Circlet,Golden Troupe,+20,Crit DMG,62.2,ATK,39.0,HP,269.0,ATK%,15.2,Crit Rate,9.3,18.6
Nahida,Flower,Deepwood Memories,+20,HP,4780.0,EM,42.0,Crit DMG,26.4,Crit Rate,6.2,ATK%,4.1,38.8
Nahida,Plume,Deepwood Memories,+20,ATK,311.0,EM,19.0,Crit DMG,22.5,DEF,39.0,Crit Rate,8.6,39.7
Nahida,Sands,Deepwood Memories,+20,EM,187.0,Crit Rate,16.7,DEF%,7.3,ATK,16.0,Crit DMG,13.2,46.6
