Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Furina,Flower,Marechaussee Hunter,+20,HP,4780.0,Crit DMG,30.3,Crit Rate,10.9,HP%,4.1,ER%,5.2,52.1
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit Rate,14.4,Crit DMG,15.5,HP%,8.7,ATK%,5.3,44.3
Furina,Sands,Golden Troupe,+20,HP%,46.6,Crit DMG,11.7,ER%,4.5,Crit Rate,18.7,DEF%,7.3,49.1
Furina,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,HP,239.0,Crit Rate,10.5,Crit DMG,24.1,HP%,5.8,45.1
Furina,Circlet,Golden Troupe,+20,Crit DMG,62.2,ER%,6.5,Crit Rate,21.8,ATK%,5.8,HP%,5.8,43.6
Columbina,Flower,Night of the Sky's Unveiling,+20,HP,4780.0,Crit DMG,22.5,ER%,10.4,Crit Rate,6.6,HP%,4.7,35.7
Columbina,Plume,Night of the Sky's Unveiling,+20,ATK,311.0,DEF,39.0,HP%,5.8,EM,44.0,Crit DMG,25.6,25.6
Columbina,Sands,Night of the Sky's Unveiling,+20,HP%,46.6,Crit Rate,8.6,Crit DMG,12.4,HP,209.0,ATK,35.0,29.6
Columbina,Goblet,Blizzard Strayer,+20,HP%,46.6,Crit Rate,10.5,Crit DMG,22.5,ATK,33.0,EM,23.0,43.5
Columbina,Circlet,Night of the Sky's Unveiling,+20,Crit DMG,62.2,ATK,16.0,HP%,17.5,DEF,39.0,Crit Rate,6.6,13.2
Chiori,Flower,Wanderer's Troupe,+20,HP,4780.0,DEF%,5.8,Crit Rate,9.7,ATK%,4.7,Crit DMG,24.1,43.5
Chiori,Plume,Golden Troupe,+20,ATK,311.0,HP,299.0,Crit Rate,7.4,Crit DMG,18.7,DEF%,13.1,33.5
Chiori,Sands,Golden Troupe,+20,DEF%,58.3,Crit DMG,13.2,HP,299.0,Crit Rate,17.1,ATK,14.0,47.4
Chiori,Goblet,Golden Troupe,+20,Geo DMG%,46.6,DEF%,19.0,Crit Rate,9.3,Crit DMG,6.2,ATK%,5.8,24.8
Chiori,Circlet,Golden Troupe,+20,Crit Rate,31.1,ER%,11.0,Crit DMG,20.2,ATK,19.0,DEF%,21.1,20.2
Yelan,Flower,Emblem of Severed Fate,+20,HP,4780.0,Crit DMG,19.4,ATK,19.0,Crit Rate,10.5,HP%,4.1,40.4
Yelan,Plume,Tenacity of the Millelith,+20,ATK,311.0,Crit DMG,15.5,ER%,16.2,HP,269.0,Crit Rate,9.3,34.1
Yelan,Sands,Golden Troupe,+20,HP%,46.6,ER%,16.8,Crit DMG,22.5,HP,269.0,Crit Rate,6.6,35.7
