Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Keqing,Flower,Thundering Fury,+20,HP,4780.0,Crit Rate,13.2,ATK%,5.3,ATK,18.0,Crit DMG,20.2,46.6
Keqing,Plume,Heart of Depth,+20,ATK,311.0,EM,16.0,Crit DMG,21.8,Crit Rate,14.0,ATK%,5.8,49.8
Keqing,Sands,Thundering Fury,+20,ATK%,46.6,ER%,4.5,Crit Rate,11.3,EM,19.0,Crit DMG,28.8,51.4
Keqing,Goblet,Heart of Depth,+20,Electro DMG%,46.6,Crit DMG,23.3,Crit Rate,7.0,ATK%,14.6,ATK,18.0,37.3
Keqing,Circlet,Tenacity of the Millelith,+20,Crit Rate,31.1,DEF%,5.8,ATK%,21.6,ATK,19.0,Crit DMG,21.0,21.0
Skirk,Flower,Finale of the Deep Galleries,+20,HP,4780.0,Crit DMG,31.1,ATK%,4.1,Crit Rate,3.9,DEF%,5.1,38.9
Skirk,Plume,Thundering Fury,+20,ATK,311.0,Crit DMG,27.2,HP%,5.8,Crit Rate,11.3,ATK%,4.7,49.8
Skirk,Sands,Finale of the Deep Galleries,+20,ATK%,46.6,EM,21.0,Crit DMG,21.0,DEF,42.0,Crit Rate,7.4,35.8
Skirk,Goblet,Finale of the Deep Galleries,+20,Cryo DMG%,46.6,Crit Rate,9.7,Crit DMG,17.9,ATK,14.0,ATK%,11.1,37.3
Skirk,Circlet,Finale of the Deep Galleries,+20,Crit DMG,62.2,ATK%,5.3,Crit Rate,13.6,HP%,11.7,HP,269.0,27.2
Mavuika,Flower,Obsidian Codex,+20,HP,4780.0,Crit Rate,3.9,ATK,14.0,ATK%,14.0,Crit DMG,29.5,37.3
Mavuika,Plume,Obsidian Codex,+20,ATK,311.0,EM,23.0,Crit DMG,38.9,Crit Rate,3.5,DEF,23.0,45.9
Mavuika,Sands,Obsidian Codex,+20,ATK%,46.6,ATK,16.0,EM,56.0,Crit DMG,21.8,Crit Rate,7.8,37.4
Mavuika,Goblet,Obsidian Codex,+20,Pyro DMG%,46.6,ATK%,21.0,ATK,14.0,Crit Rate,7.4,EM,44.0,14.8
Mavuika,Circlet,Emblem of Severed Fate,+20,Crit DMG,62.2,ATK%,9.9,EM,40.0,DEF,23.0,Crit Rate,12.1,24.2
ID_10000126,Flower,Night of the Sky's Unveiling,+20,HP,4780.0,ATK,16.0,Crit DMG,12.4,Crit Rate,14.4,DEF%,6.6,41.2
ID_10000126,Plume,Night of the Sky's Unveiling,+20,ATK,311.0,EM,54.0,Crit DMG,7.8,DEF%,11.7,Crit Rate,9.3,26.4
ID_10000126,Sands,Night of the Sky's Unveiling,+20,DEF%,58.3,ATK%,5.3,Crit DMG,13.2,Crit Rate,10.9,HP,687.0,35.0
ID_10000126,Goblet,Tenacity of the Millelith,+20,DEF%,58.3,Crit Rate,15.6,ATK,19.0,ATK%,4.1,Crit DMG,21.0,52.2
ID_10000126,Circlet,Night of the Sky's Unveiling,+20,Crit DMG,62.2,DEF%,13.1,HP,478.0,Crit Rate,7.0,ATK,31.0,14.0
Tartaglia,Flower,Nymph's Dream,+20,HP,4780.0,ATK%,10.5,EM,19.0,Crit DMG,18.7,Crit Rate,7.4,33.5
Tartaglia,Plume,Nymph's Dream,+20,ATK,311.0,Crit DMG,14.0,Crit Rate,17.1,DEF,19.0,HP,239.0,48.2
Tartaglia,Sands,Nymph's Dream,+20,ATK%,46.6,Crit Rate,12.8,ATK,16.0,HP,538.0,Crit DMG,12.4,38.0
Tartaglia,Goblet,Nymph's Dream,+20,Hydro DMG%,46.6,Crit DMG,20.2,Crit Rate,3.1,ATK%,5.8,EM,61.0,26.4
Tartaglia,Circlet,Scroll of the Hero of Cinder City,+20,Crit DMG,62.2,EM,23.0,ER%,10.4,Crit Rate,18.3,ATK,18.0,36.6
