Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Eula,Flower,Fragment of Harmonic Whimsy,+20,HP,4780.0,Crit DMG,14.8,ER%,5.2,Crit Rate,17.9,ATK,18.0,50.6
Eula,Plume,Shimenawa's Reminiscence,+20,ATK,311.0,ER%,6.5,Crit DMG,7.0,Crit Rate,18.3,DEF,35.0,43.6
Eula,Sands,Shimenawa's Reminiscence,+20,ATK%,46.6,ATK,37.0,Crit DMG,15.5,HP%,4.7,Crit Rate,14.8,45.1
Eula,Goblet,Shimenawa's Reminiscence,+20,Physical DMG%,58.3,DEF,39.0,EM,19.0,Crit Rate,15.9,Crit DMG,6.2,38.0
Eula,Circlet,Shimenawa's Reminiscence,+20,Crit DMG,62.2,DEF,21.0,ATK,18.0,Crit Rate,14.0,ATK%,15.7,28.0
Sangonomiya Kokomi,Flower,Crimson Witch of Flames,+20,HP,4780.0,HP%,15.2,ATK%,11.1,ER%,9.7,DEF,21.0,0.0
Sangonomiya Kokomi,Plume,Crimson Witch of Flames,+20,ATK,311.0,ER%,12.3,HP%,15.7,HP,209.0,Crit DMG,12.4,12.4
Sangonomiya Kokomi,Sands,Crimson Witch of Flames,+20,HP%,46.6,DEF,39.0,ATK,31.0,ER%,16.2,DEF%,5.1,0.0
Sangonomiya Kokomi,Goblet,Wanderer's Troupe,+20,Hydro DMG%,46.6,EM,44.0,HP%,15.7,DEF%,7.3,ER%,16.2,0.0
Sangonomiya Kokomi,Circlet,Crimson Witch of Flames,+20,Healing%,35.9,ATK%,9.9,HP,299.0,HP%,15.7,DEF%,10.9,0.0
Keqing,Flower,Heart of Depth,+20,HP,4780.0,ATK%,10.5,Crit DMG,28.8,Crit Rate,7.0,ER%,4.5,42.8
Keqing,Plume,Thundering Fury,+20,ATK,311.0,HP%,4.1,Crit DMG,5.4,Crit Rate,16.7,ATK%,10.5,38.8
Keqing,Sands,Thundering Fury,+20,ATK%,46.6,Crit Rate,12.1,Crit DMG,21.0,ER%,4.5,EM,16.0,45.2
Keqing,Goblet,Heart of Depth,+20,Electro DMG%,46.6,Crit DMG,19.4,HP,299.0,ATK%,5.3,Crit Rate,12.8,45.0
Keqing,Circlet,Song of Days Past,+20,Crit Rate,31.1,EM,16.0,ATK%,15.7,DEF,16.0,Crit DMG,27.2,27.2
Ganyu,Flower,Thundersoother,+20,HP,4780.0,ATK,19.0,Crit DMG,7.0,Crit Rate,13.6,ATK%,8.7,34.2
Ganyu,Plume,Thundersoother,+20,ATK,311.0,Crit Rate,10.5,HP%,4.7,Crit DMG,7.0,ATK%,15.2,28.0
Ganyu,Sands,Thundersoother,+20,ATK%,46.6,ATK,16.0,DEF%,6.6,Crit DMG,13.2,Crit Rate,14.4,42.0
Ganyu,Goblet,Wanderer's Troupe,+20,Cryo DMG%,46.6,DEF%,5.8,ATK,16.0,Crit DMG,29.5,Crit Rate,6.2,41.9
Ganyu,Circlet,Thundersoother,+20,Crit DMG,62.2,EM,19.0,Crit Rate,10.1,DEF,19.0,ATK%,20.4,20.2
Raiden Shogun,Flower,Emblem of Severed Fate,+20,HP,4780.0,DEF,23.0,ATK,16.0,Crit DMG,28.0,Crit Rate,10.1,48.2
Raiden Shogun,Plume,Emblem of Severed Fate,+20,ATK,311.0,Crit DMG,14.0,Crit Rate,9.7,HP,239.0,ATK%,15.2,33.4
Raiden Shogun,Sands,Emblem of Severed Fate,+20,ER%,51.8,ATK%,11.1,Crit Rate,7.8,Crit DMG,20.2,HP,209.0,35.8
